term,sessionPeriod,sessionTimes,meetingTimes,billNo,billName,billOrg,billProposer,billCosignatory,billStatus,pdfUrl,docUrl,selectTerm,X,file_name,changed_ratio
9,2,3,NA,1.05091E+15,「行政訴訟法第八十二條及第九十八條之六條文修正草案」，請審議案。,本院委員鄭運鵬等18人,鄭運鵬,吳思瑤　　蔡適應　　張廖萬堅　王榮璋　　李俊俋 陳曼麗　　劉世芳　　林俊憲　　賴瑞隆　　Kolas Yotaka 周春米　　吳玉琴　　蔡易餘　　張宏陸　　郭正亮　　蘇治芬　　李昆澤　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/03/LCEWA01_090203_00019.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/03/LCEWA01_090203_00019.doc,902,NA,LCEWA01_090203_00019,5.128205128
9,2,5,NA,1.05093E+15,「臺灣地區與大陸地區人民關係條例第二十二條條文修正草案」，請審議案。,本院委員林麗蟬等27人,林麗蟬　　顏寬恒　　 ,江啟臣　　林為洲　　呂玉玲　　馬文君　　鄭天財　　盧秀燕　　陳宜民　　許毓仁　　王金平　　王惠美　　簡東明　　吳志揚　　柯志恩　　林德福　　楊鎮浯　　費鴻泰　　王育敏　　蔣萬安　　賴士葆　　蔣乃辛　　陳學聖　　曾銘宗　　徐志榮　　,審查完畢,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/05/LCEWA01_090205_00031.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/05/LCEWA01_090205_00031.doc,902,NA,LCEWA01_090205_00031,5.418719212
9,2,9,NA,1.05103E+15,「僑務委員會組織法第四條條文修正草案」，請審議案。,本院委員羅致政等23人,羅致政　　 ,黃偉哲　　施義芳　　蔡易餘　　管碧玲　　黃秀芳　　陳素月　　郭正亮　　陳曼麗　　鍾佳濱　　劉世芳　　周春米　　鄭寶清　　蘇治芬　　莊瑞雄　　余宛如　　鍾孔炤　　吳焜裕　　陳　瑩　　賴瑞隆　　蔡適應　　陳亭妃　　邱泰源　　,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/09/LCEWA01_090209_00039.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/09/LCEWA01_090209_00039.doc,902,NA,LCEWA01_090209_00039,5.714285714
9,2,11,NA,1.05103E+15,「僑務委員會組織法第四條條文修正草案」，請審議案。,本院委員羅致政等23人,羅致政　　 ,黃偉哲　　施義芳　　蔡易餘　　管碧玲　　黃秀芳　　陳素月　　郭正亮　　陳曼麗　　鍾佳濱　　劉世芳　　周春米　　鄭寶清　　蘇治芬　　莊瑞雄　　余宛如　　鍾孔炤　　吳焜裕　　陳　瑩　　賴瑞隆　　蔡適應　　陳亭妃　　邱泰源　　,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/09/LCEWA01_090209_00039.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/09/LCEWA01_090209_00039.doc,902,NA,LCEWA01_090209_00039,5.714285714
9,2,3,NA,1.05091E+15,「民事訴訟法部分條文修正草案」，請審議案。,本院委員鄭運鵬等18人,鄭運鵬,吳思瑤　　蔡適應　　張廖萬堅　王榮璋　　李俊俋　　陳曼麗　　劉世芳　　林俊憲　　賴瑞隆　　周春米　　Kolas Yotaka　　　　 吳玉琴　　蔡易餘　　張宏陸　　郭正亮　　蘇治芬　　李昆澤　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/03/LCEWA01_090203_00018.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/03/LCEWA01_090203_00018.doc,902,NA,LCEWA01_090203_00018,5.745967742
9,2,9,NA,1.05103E+15,「民法親屬編部分條文修正草案」，請審議案。,本院委員許毓仁等17人,許毓仁　　 ,柯志恩　　王金平　　鄭運鵬　　楊鎮浯　　曾銘宗　　呂孫綾　　陳宜民　　許淑華　　林為洲　　黃昭順　　尤美女　　高潞‧以用‧巴魕剌Kawlo．Iyun．Pacidal 蔣萬安　　洪慈庸　　林昶佐　　李彥秀　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/09/LCEWA01_090209_00011.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/09/LCEWA01_090209_00011.doc,902,NA,LCEWA01_090209_00011,5.864822982
9,2,8,NA,1.05102E+15,「科學技術基本法部分條文修正草案」案。,行政院,,,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/08/LCEWA01_090208_00042.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/08/LCEWA01_090208_00042.doc,902,NA,LCEWA01_090208_00042,5.939849624
9,2,10,NA,1.05102E+15,「科學技術基本法部分條文修正草案」案。,行政院,,,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/08/LCEWA01_090208_00042.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/08/LCEWA01_090208_00042.doc,902,NA,LCEWA01_090208_00042,5.939849624
9,2,9,NA,1.05102E+15,「中華民國刑法部分條文修正草案」，請審議案。,本院委員王定宇等18人,王定宇　　 ,,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/09/LCEWA01_090209_00017.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/09/LCEWA01_090209_00017.doc,902,NA,LCEWA01_090209_00017,6.015037594
9,2,11,NA,1.05102E+15,「中華民國刑法部分條文修正草案」，請審議案。,本院委員王定宇等18人,王定宇　　 ,,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/09/LCEWA01_090209_00017.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/09/LCEWA01_090209_00017.doc,902,NA,LCEWA01_090209_00017,6.015037594
9,2,7,NA,1.05102E+15,「保險法第一百六十三條條文修正草案」，請審議案。,本院委員賴士葆等19人,賴士葆　　 ,曾銘宗　　盧秀燕　　江啟臣　　林德福　　簡東明　　李彥秀　　王育敏　　張麗善　　鄭天財　　費鴻泰　　王惠美　　蔣乃辛　　柯志恩　　許淑華　　黃偉哲　　林麗蟬　　羅明才　　許毓仁　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/07/LCEWA01_090207_00024.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/07/LCEWA01_090207_00024.doc,902,NA,LCEWA01_090207_00024,6.144067797
9,2,6,NA,1.05101E+15,「刑事訴訟法第一百九十六條之一條文修正草案」，請審議案。,本院委員鄭寶清等16人,鄭寶清　　 ,趙正宇　　林岱樺　　管碧玲　　劉櫂豪　　蕭美琴　　李鴻鈞　　葉宜津　　陳歐珀　　陳　瑩　　林俊憲　　蔡適應　　黃秀芳　　鄭運鵬　　李昆澤　　陳素月　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/06/LCEWA01_090206_00063.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/06/LCEWA01_090206_00063.doc,902,NA,LCEWA01_090206_00063,6.179775281
9,2,3,NA,1.05091E+15,「消費者債務清理條例第十四條條文修正草案」，請審議案。,本院委員鄭運鵬等18人,鄭運鵬,吳思瑤　　蔡適應　　張廖萬堅　王榮璋　　李俊俋 陳曼麗　　劉世芳　　林俊憲　　賴瑞隆　　Kolas Yotaka 周春米　　吳玉琴　　蔡易餘　　張宏陸　　郭正亮　　蘇治芬　　李昆澤　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/03/LCEWA01_090203_00024.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/03/LCEWA01_090203_00024.doc,902,NA,LCEWA01_090203_00024,6.25
9,2,10,NA,1.0511E+15,「公務人員退休法部分條文修正草案」，請審議案。,本院委員陳明文等20人,陳明文　　莊瑞雄　　陳亭妃　　 ,蘇震清　　蘇治芬　　邱議瑩　　蔡易餘　　施義芳　　陳曼麗　　江永昌　　高志鵬　　劉櫂豪　　王定宇　　蔡培慧　　羅致政　　姚文智　　林岱樺　　吳思瑤　　吳焜裕　　林俊憲　　　　　　　　　　　　,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/10/LCEWA01_090210_00017.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/10/LCEWA01_090210_00017.doc,902,NA,LCEWA01_090210_00017,6.296427308
9,2,5,NA,1.05092E+15,「商標法第九十八條條文修正草案」，請審議案。,本院委員徐國勇等17人,徐國勇　　黃偉哲　　 ,段宜康　　洪宗熠　　陳曼麗　　吳玉琴　　余宛如　　鄭寶清　　施義芳　　蔡適應　　郭正亮　　李俊俋　　李麗芬　　蔡易餘　　羅致政　　呂孫綾　　鍾孔炤　　,審查完畢,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/05/LCEWA01_090205_00037.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/05/LCEWA01_090205_00037.doc,902,NA,LCEWA01_090205_00037,6.382978723
9,2,9,NA,1.05102E+15,「勞工保險條例部分條文修正草案」，請審議案。,本院委員蔡培慧等25人,蔡培慧　　 ,許智傑　　陳明文　　黃國書　　吳玉琴　　蔡易餘　　洪宗熠　　何欣純　　劉櫂豪　　吳思瑤　　趙正宇　　江永昌　　蘇巧慧　　蕭美琴　　陳曼麗　　李麗芬　　陳素月　　段宜康　　黃偉哲　　王榮璋　　王定宇　　陳　瑩　　施義芳　　鍾佳濱　　林淑芬　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/09/LCEWA01_090209_00019.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/09/LCEWA01_090209_00019.doc,902,NA,LCEWA01_090209_00019,6.835637481
9,2,10,NA,1.05111E+15,「毒品危害防制條例第四條及第九條條文修正草案」，請審議案。,本院委員賴瑞隆等18人,賴瑞隆　　呂孫綾　　陳賴素美　張宏陸　　 ,劉建國　　施義芳　　黃國書　　洪宗熠　　邱議瑩　　蘇巧慧　　邱泰源　　吳焜裕　　林俊憲　　江永昌　　鄭運鵬　　邱志偉　　吳玉琴　　陳明文　　　　　　　　　　　　,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/10/LCEWA01_090210_00046.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/10/LCEWA01_090210_00046.doc,902,NA,LCEWA01_090210_00046,6.930693069
9,2,7,NA,1.05101E+15,「通訊保障及監察法第五條及第三十四條條文修正草案」，請審議案。,本院委員王育敏等17人,王育敏　　 ,林德福　　許毓仁　　李彥秀　　馬文君　　江啟臣　　曾銘宗　　賴士葆　　羅明才　　陳超明　　黃昭順　　林麗蟬　　徐榛蔚　　徐志榮　　鄭天財　　周陳秀霞　陳怡潔　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/07/LCEWA01_090207_00022.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/07/LCEWA01_090207_00022.doc,902,NA,LCEWA01_090207_00022,6.943498979
9,2,10,NA,1.05103E+15,「貨物稅條例第十二條之三條文修正草案」，請審議案。,本院委員羅明才等19人,羅明才　　 ,盧秀燕　　徐榛蔚　　王惠美　　林德福　　許淑華　　林麗蟬　　張麗善　　費鴻泰　　黃昭順　　曾銘宗　　林為洲　　陳學聖　　鄭天財　　李鴻鈞　　王育敏　　馬文君　　蔣萬安　　徐志榮　　,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/10/LCEWA01_090210_00012.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/10/LCEWA01_090210_00012.doc,902,NA,LCEWA01_090210_00012,7.142857143
9,2,6,NA,1.05101E+15,「通訊保障及監察法第三條之一、第十一條之一及第三十四條條文修正草案」，請審議案。,本院委員王育敏等16人,王育敏　　馬文君　　 ,許淑華　　林德福　　許毓仁　　李彥秀　　曾銘宗　　陳超明　　黃昭順　　林麗蟬　　徐榛蔚　　徐志榮　　鄭天財　　簡東明　　周陳秀霞　陳怡潔　　　　　　　　　　　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/06/LCEWA01_090206_00064.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/06/LCEWA01_090206_00064.doc,902,NA,LCEWA01_090206_00064,7.47051114
9,2,1,NA,1.05083E+15,「陸海空軍刑法第七十五條條文修正草案」及「殺傷性地雷管制條例第九條條文修正草案」案。,行政院,,,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/01/LCEWA01_090201_00049.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/01/LCEWA01_090201_00049.doc,902,NA,LCEWA01_090201_00049,7.729468599
9,2,8,NA,1.05102E+15,「公務人員退休法部分條文修正草案」，請審議案。,本院委員蔡易餘等18人,蔡易餘　　 ,鄭寶清　　鄭運鵬　　段宜康　　黃秀芳　　吳焜裕Kolas Yotaka　　　　　李俊俋　　莊瑞雄　　陳明文　　陳曼麗　　黃國書　　施義芳　　洪宗熠　　何欣純　　鍾孔炤　　王定宇　　林俊憲　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/08/LCEWA01_090208_00014.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/08/LCEWA01_090208_00014.doc,902,NA,LCEWA01_090208_00014,7.984420643
9,2,10,NA,1.05102E+15,「公務人員退休法部分條文修正草案」，請審議案。,本院委員蔡易餘等18人,蔡易餘　　 ,鄭寶清　　鄭運鵬　　段宜康　　黃秀芳　　吳焜裕Kolas Yotaka　　　　　李俊俋　　莊瑞雄　　陳明文　　陳曼麗　　黃國書　　施義芳　　洪宗熠　　何欣純　　鍾孔炤　　王定宇　　林俊憲　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/08/LCEWA01_090208_00014.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/08/LCEWA01_090208_00014.doc,902,NA,LCEWA01_090208_00014,7.984420643
9,2,6,NA,1.05101E+15,「土地徵收條例第四十條條文修正草案」，請審議案。,本院委員李昆澤等17人,李昆澤　　 ,劉世芳　　尤美女　　吳焜裕　　高志鵬　　陳其邁　　吳琪銘　　葉宜津　　鍾孔炤　　吳思瑤　　鄭運鵬　　林俊憲　　洪宗熠　　蕭美琴　　鄭寶清　　莊瑞雄　　蘇震清　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/06/LCEWA01_090206_00066.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/06/LCEWA01_090206_00066.doc,902,NA,LCEWA01_090206_00066,8.035714286
9,2,3,NA,1.05091E+15,「非訟事件法第九十三條及第一百八十七條條文修正草案」，請審議案。,本院委員鄭運鵬等17人,鄭運鵬,吳思瑤　　蔡適應　　張廖萬堅　王榮璋　　李俊俋 陳曼麗　　林俊憲　　賴瑞隆　　周春米　　Kolas Yotaka 吳玉琴　　蔡易餘　　郭正亮　　蘇治芬　　張宏陸　　李昆澤　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/03/LCEWA01_090203_00020.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/03/LCEWA01_090203_00020.doc,902,NA,LCEWA01_090203_00020,8.173076923
9,2,7,NA,1.05101E+15,「立法院各委員會組織法第十條之一及第十條之二條文修正草案」，請審議案。,本院時代力量黨團,時代力量立法院黨團 黃國昌　林昶佐　徐永明,,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/07/LCEWA01_090207_00010.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/07/LCEWA01_090207_00010.doc,902,NA,LCEWA01_090207_00010,8.270676692
9,2,5,NA,1.05093E+15,「法官法部分條文修正草案」，請審議案。,本院親民黨黨團,親民黨立法院黨團　李鴻鈞,,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/05/LCEWA01_090205_00032.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/05/LCEWA01_090205_00032.doc,902,NA,LCEWA01_090205_00032,8.486383787
9,2,8,NA,1.05102E+15,「就業服務法第五十四條條文修正草案」，請審議案。,本院委員林麗蟬等25人,林麗蟬　　陳學聖　　陳雪生　　柯志恩　　 ,蔣乃辛　　鄭天財　　林德福　　林為洲　　蔣萬安　　許毓仁　　羅明才　　曾銘宗　　簡東明　　李鴻鈞　　余宛如　　徐志榮　　許淑華　　吳志揚　　周陳秀霞　　 高潞‧以用‧巴魕剌Kawlo．Iyun．Pacidal　　李彥秀　　　　,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/08/LCEWA01_090208_00025.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/08/LCEWA01_090208_00025.doc,902,NA,LCEWA01_090208_00025,8.510638298
9,2,10,NA,1.05102E+15,「就業服務法第五十四條條文修正草案」，請審議案。,本院委員林麗蟬等25人,林麗蟬　　陳學聖　　陳雪生　　柯志恩　　 ,蔣乃辛　　鄭天財　　林德福　　林為洲　　蔣萬安　　許毓仁　　羅明才　　曾銘宗　　簡東明　　李鴻鈞　　余宛如　　徐志榮　　許淑華　　吳志揚　　周陳秀霞　　 高潞‧以用‧巴魕剌Kawlo．Iyun．Pacidal　　李彥秀　　　　,排入院會,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/08/LCEWA01_090208_00025.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/08/LCEWA01_090208_00025.doc,902,NA,LCEWA01_090208_00025,8.510638298
9,2,5,NA,1.05093E+15,「證券交易法第四十三條之四、第四十三條之五及第一百七十一條條文修正草案」，請審議案。,本院時代力量黨團,時代力量立法院黨團 黃國昌　林昶佐　徐永明,,審查完畢,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/05/LCEWA01_090205_00047.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/05/LCEWA01_090205_00047.doc,902,NA,LCEWA01_090205_00047,8.784313725
9,2,9,NA,1.05103E+15,「中央行政機關組織基準法第二十三條條文修正草案」，請審議案。,本院委員余宛如等16人,余宛如　　蘇治芬　　賴瑞隆　　 ,吳玉琴　　鍾孔炤　　郭正亮　　尤美女　　林靜儀　　江永昌　　邱泰源　　鍾佳濱　　蕭美琴　　蘇巧慧　　施義芳　　陳賴素美　吳焜裕　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/09/LCEWA01_090209_00052.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/09/LCEWA01_090209_00052.doc,902,NA,LCEWA01_090209_00052,8.791208791
9,2,7,NA,1.05101E+15,「大眾運輸工具播音語言平等保障法第六條條文修正草案」，請審議案。,本院委員林麗蟬等18人,林麗蟬　　王惠美　　陳學聖　　 ,蔣乃辛　　許毓仁　　柯志恩　　鄭天財　　曾銘宗　　簡東明　　許淑華　　林德福　　林為洲　　羅明才　　蔣萬安　　周陳秀霞　李麗芬　　鍾佳濱　　徐永明　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/07/LCEWA01_090207_00023.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/07/LCEWA01_090207_00023.doc,902,NA,LCEWA01_090207_00023,8.943089431
9,2,5,NA,1.05093E+15,「陸海空軍軍官士官服役條例第三十六條條文修正草案」，請審議案。,本院委員蔡適應等20人,蔡適應　　羅致政　　 ,林昶佐　　陳曼麗　　鄭寶清　　高志鵬　　林俊憲　　張宏陸　　吳焜裕　　李俊俋　　葉宜津　　蘇治芬　　邱志偉　　蘇震清　　陳明文　　呂孫綾　　邱議瑩　　何欣純　　徐永明　　陳怡潔　　　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/05/LCEWA01_090205_00027.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/05/LCEWA01_090205_00027.doc,902,NA,LCEWA01_090205_00027,9.316770186
9,2,6,NA,1.051E+15,「駐外外交領事人員任用條例第二條條文修正草案」，請審議案。,本院委員段宜康等16人,段宜康　　 ,陳　瑩　　陳賴素美　吳琪銘　　何欣純　　李昆澤　　劉建國　　黃國書　　尤美女　　李俊俋　　陳素月　　蔡易餘　　蘇巧慧　　陳曼麗　　林靜儀　　江永昌　　,審查完畢,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/06/LCEWA01_090206_00044.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/06/LCEWA01_090206_00044.doc,902,NA,LCEWA01_090206_00044,9.604519774
9,2,1,NA,1.05073E+15,「災害防救法部分條文修正草案」，請審議案。,本院委員許淑華等16人,許淑華,曾銘宗　　孔文吉　　鄭天財　　林麗蟬　　張麗善　　王育敏　　江啟臣　　陳宜民　　黃昭順　　王惠美　　林德福　　柯志恩　　李彥秀　　林為洲　　許毓仁　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/01/LCEWA01_090201_00016.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/01/LCEWA01_090201_00016.doc,902,NA,LCEWA01_090201_00016,9.771309771
9,2,5,NA,1.05093E+15,「農會法部分條文修正草案」等6項法案。,行政院,,,審查完畢,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/05/LCEWA01_090205_00060.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/05/LCEWA01_090205_00060.doc,902,NA,LCEWA01_090205_00060,9.994337486
9,2,5,NA,1.05093E+15,「私立學校法第四十一條條文修正草案」，請審議案。,本院委員蔣乃辛等20人,蔣乃辛　　 ,許毓仁　　盧秀燕　　曾銘宗　　蔣萬安　　張麗善　　王育敏　　柯志恩　　黃昭順　　陳宜民　　簡東明　　賴士葆　　林德福　　林麗蟬　　王金平　　李彥秀　　鄭天財　　楊鎮浯　　徐志榮　　馬文君　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/05/LCEWA01_090205_00041.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/05/LCEWA01_090205_00041.doc,902,NA,LCEWA01_090205_00041,10.16260163
9,2,3,NA,1.05091E+15,「總統副總統選舉罷免法部分條文修正草案」案。,行政院,,,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/03/LCEWA01_090203_00034.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/03/LCEWA01_090203_00034.doc,902,NA,LCEWA01_090203_00034,10.3006012
9,2,3,NA,1.05091E+15,「公民投票法第四十二條、第四十三條及第五十一條條文修正草案」案。,行政院,,,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/03/LCEWA01_090203_00031.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/03/LCEWA01_090203_00031.doc,902,NA,LCEWA01_090203_00031,10.31941032
9,2,1,NA,1.05073E+15,「所得基本稅額條例部分條文修正草案」案。,行政院,,,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/01/LCEWA01_090201_00040.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/01/LCEWA01_090201_00040.doc,902,NA,LCEWA01_090201_00040,10.65759637
9,2,5,NA,1.05093E+15,「化粧品衛生管理條例部分條文修正草案」，請審議案。,本院委員蕭美琴等25人,蕭美琴　　蔡適應　　呂孫綾,葉宜津　　李昆澤　　劉櫂豪　　黃國書　　邱議瑩　　鄭寶清　　莊瑞雄　　何欣純　　吳思瑤　　段宜康　　鄭運鵬　　李麗芬　　陳曼麗　　尤美女　　劉世芳　　蘇治芬　　鍾孔炤　　蔡易餘　　林俊憲　　黃秀芳　　徐永明　　張廖萬堅　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/05/LCEWA01_090205_00019.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/05/LCEWA01_090205_00019.doc,902,NA,LCEWA01_090205_00019,10.69387755
9,2,8,NA,1.05102E+15,「民法部分條文修正草案」，請審議案。,本院時代力量黨團,時代力量立法院黨團　 黃國昌　徐永明　林昶佐　洪慈庸 高潞‧以用‧巴魕剌Kawlo．Iyun．Pacidal,,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/08/LCEWA01_090208_00035.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/08/LCEWA01_090208_00035.doc,902,NA,LCEWA01_090208_00035,10.86956522
9,2,10,NA,1.05102E+15,「民法部分條文修正草案」，請審議案。,本院時代力量黨團,時代力量立法院黨團　 黃國昌　徐永明　林昶佐　洪慈庸 高潞‧以用‧巴魕剌Kawlo．Iyun．Pacidal,,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/08/LCEWA01_090208_00035.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/08/LCEWA01_090208_00035.doc,902,NA,LCEWA01_090208_00035,10.86956522
9,2,1,NA,1.05083E+15,「電子遊戲場業管理條例第十二條條文修正草案」案。,行政院,,,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/01/LCEWA01_090201_00051.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/01/LCEWA01_090201_00051.doc,902,NA,LCEWA01_090201_00051,10.96892139
9,2,9,NA,1.05103E+15,「勞工保險條例第五十八條條文修正草案」，請審議案。,本院委員黃國書等19人,黃國書　　 ,陳歐珀　　鍾孔炤　　施義芳　　邱泰源　　林靜儀　　鍾佳濱　　郭正亮　　賴瑞隆　　張廖萬堅　羅致政　　吳思瑤　　蘇巧慧　　洪宗熠　　何欣純　　鄭運鵬　　陳素月　　李俊俋　　段宜康　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/09/LCEWA01_090209_00031.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/09/LCEWA01_090209_00031.doc,902,NA,LCEWA01_090209_00031,11.07205624
9,2,8,NA,1.05102E+15,「科學技術基本法第六條、第十二條及第十三條條文修正草案」，請審議案。,本院委員陳亭妃等23人,陳亭妃　　許智傑　　蘇震清　　陳歐珀　　 ,陳賴素美　黃秀芳　　陳曼麗　　柯建銘　　鍾孔炤　　黃國書　　鍾佳濱　　羅致政　　洪宗熠　　陳素月　　施義芳　　賴瑞隆　　張廖萬堅　李俊俋　　何欣純　　蔡易餘　　陳明文　　姚文智　　陳其邁　　,交付審查,http://lci.ly.gov.tw/LyLCEW/agenda1/02/pdf/09/02/08/LCEWA01_090208_00027.pdf,http://lci.ly.gov.tw/LyLCEW/agenda1/02/word/09/02/08/LCEWA01_090208_00027.doc,902,NA,LCEWA01_090208_00027,11.14616193
